Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,OffenseTeam,DefenseTeam,PlayType,PlayDirection
1,2,40,1,10,19,0,UNDER CENTER,OWN,DAL,PHI,PASS,SHORT RIGHT
1,1,27,1,10,31,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT LEFT
1,0,55,2,20,21,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT MIDDLE
1,0,21,3,15,26,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT RIGHT
2,11,50,1,10,23,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT LEFT
2,10,26,3,2,31,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT RIGHT
2,9,31,1,10,34,1,UNDER CENTER,OWN,DAL,PHI,PASS,SHORT RIGHT
2,8,48,1,10,47,0,UNDER CENTER,OWN,DAL,PHI,PASS,SHORT LEFT
2,7,46,2,11,46,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT RIGHT
2,2,58,2,10,27,1,UNDER CENTER,OWN,PHI,DAL,PASS,SHORT RIGHT
2,2,27,1,10,40,1,NO HUDDLE SHOTGUN,OWN,PHI,DAL,PASS,SHORT RIGHT
2,1,33,1,10,25,1,SHOTGUN,OWN,DAL,PHI,PASS,SHORT RIGHT
2,0,58,3,15,35,1,SHOTGUN,OWN,DAL,PHI,PASS,SHORT LEFT
2,0,13,1,10,31,0,SHOTGUN,OWN,PHI,DAL,PASS,DEEP MIDDLE
2,0,8,2,10,31,1,SHOTGUN,OWN,PHI,DAL,PASS,SHORT RIGHT
3,13,42,3,16,19,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT LEFT
3,12,57,1,10,45,0,SHOTGUN,OWN,PHI,DAL,PASS,DEEP LEFT
3,6,59,2,7,35,1,SHOTGUN,OWN,PHI,DAL,PASS,SHORT RIGHT
3,5,38,2,11,44,0,SHOTGUN,OWN,PHI,DAL,PASS,DEEP LEFT
3,5,32,3,11,44,1,SHOTGUN,OWN,PHI,DAL,PASS,DEEP RIGHT
3,2,8,1,10,25,0,UNDER CENTER,OWN,DAL,PHI,PASS,SHORT MIDDLE
4,15,0,1,10,46,0,UNDER CENTER,OWN,DAL,PHI,PASS,SHORT LEFT
4,9,25,2,10,41,1,SHOTGUN,OWN,PHI,DAL,PASS,DEEP LEFT
4,7,27,1,10,25,1,SHOTGUN,OWN,DAL,PHI,PASS,SHORT LEFT
4,6,54,1,10,42,1,UNDER CENTER,OWN,DAL,PHI,PASS,DEEP RIGHT
4,3,14,1,10,30,1,SHOTGUN,OWN,PHI,DAL,PASS,SHORT LEFT
4,3,10,1,10,47,0,SHOTGUN,OWN,PHI,DAL,PASS,SHORT LEFT
4,1,3,2,11,28,0,SHOTGUN,OWN,DAL,PHI,PASS,SHORT LEFT
4,0,40,1,10,32,1,SHOTGUN,OWN,PHI,DAL,PASS,SHORT MIDDLE
4,0,27,2,10,45,0,SHOTGUN,OWN,PHI,DAL,PASS,DEEP MIDDLE
4,0,20,3,10,45,1,SHOTGUN,OWN,PHI,DAL,PASS,SHORT LEFT
1,15,0,1,10,25,0,SHOTGUN,OWN,NYG,SF,PASS,SHORT LEFT
1,14,18,3,11,24,0,SHOTGUN,OWN,NYG,SF,PASS,SHORT LEFT
1,8,15,2,9,35,0,SHOTGUN,OWN,NYG,SF,PASS,SHORT LEFT
1,7,33,3,6,38,1,SHOTGUN,OWN,NYG,SF,PASS,SHORT MIDDLE
1,5,39,3,5,49,0,SHOTGUN,OWN,NYG,SF,PASS,SHORT MIDDLE
1,4,16,2,6,12,0,UNDER CENTER,OWN,SF,NYG,PASS,SHORT MIDDLE
1,4,12,2,12,6,0,UNDER CENTER,OWN,SF,NYG,PASS,SHORT LEFT
1,2,3,2,8,27,1,UNDER CENTER,OWN,SF,NYG,PASS,SHORT LEFT
1,1,31,1,10,45,1,NO HUDDLE,OWN,SF,NYG,PASS,SHORT LEFT
2,12,56,1,10,12,0,UNDER CENTER,OWN,NYG,SF,PASS,SHORT RIGHT
2,11,40,1,10,24,0,SHOTGUN,OWN,NYG,SF,PASS,SHORT LEFT
2,10,57,3,8,26,0,UNDER CENTER,OWN,NYG,SF,PASS,SHORT RIGHT
2,9,29,2,7,38,0,NO HUDDLE,OWN,SF,NYG,PASS,SHORT RIGHT
2,8,46,3,3,42,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT RIGHT
2,8,10,1,10,36,1,UNDER CENTER,OWN,NYG,SF,PASS,SHORT RIGHT
2,6,25,3,4,55,1,UNDER CENTER,OPP,NYG,SF,PASS,SHORT RIGHT
2,5,43,1,10,68,0,UNDER CENTER,OPP,NYG,SF,PASS,SHORT RIGHT
2,1,11,2,6,29,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT RIGHT
2,1,6,3,5,30,1,SHOTGUN,OWN,SF,NYG,PASS,SHORT LEFT
2,0,58,1,10,48,0,UNDER CENTER,OWN,SF,NYG,PASS,SHORT MIDDLE
2,0,55,2,10,48,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT MIDDLE
3,15,0,1,10,40,0,UNDER CENTER,OWN,SF,NYG,PASS,DEEP MIDDLE
3,14,55,2,10,40,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT LEFT
3,14,6,3,5,45,1,SHOTGUN,OWN,SF,NYG,PASS,SHORT MIDDLE
3,8,1,1,10,47,1,UNDER CENTER,OWN,NYG,SF,PASS,DEEP LEFT
3,6,36,1,10,25,0,UNDER CENTER,OWN,SF,NYG,PASS,SHORT RIGHT
3,6,9,2,11,24,0,UNDER CENTER,OWN,SF,NYG,PASS,SHORT RIGHT
3,5,27,3,12,23,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT LEFT
3,0,50,3,4,31,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT LEFT
4,14,55,1,10,46,0,UNDER CENTER,OWN,NYG,SF,PASS,SHORT RIGHT
4,13,34,1,10,15,0,UNDER CENTER,OWN,SF,NYG,PASS,SHORT RIGHT
4,13,27,2,10,15,1,SHOTGUN,OWN,SF,NYG,PASS,SHORT MIDDLE
4,11,20,3,9,29,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT LEFT
4,10,34,1,10,23,0,UNDER CENTER,OWN,NYG,SF,PASS,DEEP LEFT
4,2,46,1,10,25,0,SHOTGUN,OWN,NYG,SF,PASS,SHORT RIGHT
4,2,43,2,10,25,1,SHOTGUN,OWN,NYG,SF,PASS,DEEP RIGHT
4,1,50,1,20,49,0,SHOTGUN,OWN,NYG,SF,PASS,DEEP RIGHT
4,1,45,2,20,49,0,SHOTGUN,OWN,NYG,SF,PASS,DEEP LEFT
4,0,53,1,10,25,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT RIGHT
4,0,49,1,10,40,0,SHOTGUN,OWN,SF,NYG,PASS,SHORT MIDDLE
4,0,34,2,9,41,1,SHOTGUN,OWN,SF,NYG,PASS,SHORT MIDDLE
1,13,13,2,8,27,0,SHOTGUN,OWN,SEA,GB,PASS,SHORT LEFT
1,13,9,3,8,27,0,SHOTGUN,OWN,SEA,GB,PASS,SHORT LEFT
1,12,54,1,10,23,1,SHOTGUN,OWN,GB,SEA,PASS,DEEP LEFT
1,6,0,1,10,25,1,UNDER CENTER,OWN,GB,SEA,PASS,SHORT LEFT
1,4,35,2,11,34,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT RIGHT
1,3,28,1,10,46,0,UNDER CENTER,OWN,GB,SEA,PASS,SHORT RIGHT
1,3,21,2,10,46,1,UNDER CENTER,OWN,GB,SEA,PASS,DEEP RIGHT
1,2,24,2,13,29,0,SHOTGUN,OWN,SEA,GB,PASS,DEEP RIGHT
1,2,19,3,13,29,0,SHOTGUN,OWN,SEA,GB,PASS,SHORT RIGHT
1,1,34,1,10,26,0,UNDER CENTER,OWN,GB,SEA,PASS,SHORT RIGHT
1,0,46,3,5,31,0,SHOTGUN,OWN,GB,SEA,PASS,DEEP MIDDLE
2,15,0,1,15,33,0,UNDER CENTER,OWN,SEA,GB,PASS,SHORT LEFT
2,14,25,2,1,47,0,SHOTGUN,OWN,SEA,GB,PASS,SHORT RIGHT
2,7,56,1,10,10,0,UNDER CENTER,OWN,GB,SEA,PASS,SHORT LEFT
2,4,47,1,10,30,0,UNDER CENTER,OWN,SEA,GB,PASS,DEEP RIGHT
2,3,22,1,10,25,1,UNDER CENTER,OWN,GB,SEA,PASS,SHORT RIGHT
2,2,35,1,10,40,1,SHOTGUN,OWN,GB,SEA,PASS,SHORT LEFT
2,0,39,1,10,17,1,SHOTGUN,OWN,SEA,GB,PASS,DEEP LEFT
2,0,33,1,10,34,0,NO HUDDLE SHOTGUN,OWN,SEA,GB,PASS,SHORT MIDDLE
2,0,2,4,1,43,1,SHOTGUN,OWN,SEA,GB,PASS,SHORT MIDDLE
3,14,20,2,8,27,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT LEFT
3,13,58,3,4,31,0,UNDER CENTER,OWN,GB,SEA,PASS,SHORT LEFT
3,13,0,1,20,39,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT LEFT
3,12,31,2,18,41,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT MIDDLE
3,10,36,3,2,18,0,SHOTGUN,OWN,SEA,GB,PASS,SHORT MIDDLE
3,9,50,1,10,45,0,SHOTGUN,OWN,GB,SEA,PASS,DEEP RIGHT
3,6,55,3,14,16,0,SHOTGUN,OWN,SEA,GB,PASS,DEEP LEFT
3,6,36,1,10,34,1,UNDER CENTER,OWN,GB,SEA,PASS,SHORT RIGHT
3,3,2,2,7,6,0,UNDER CENTER,OWN,SEA,GB,PASS,SHORT LEFT
3,2,53,3,7,6,1,SHOTGUN,OWN,SEA,GB,PASS,DEEP LEFT
3,1,46,2,6,37,1,SHOTGUN,OWN,SEA,GB,PASS,SHORT LEFT
3,1,5,1,10,44,1,UNDER CENTER,OWN,SEA,GB,PASS,SHORT RIGHT
4,12,14,1,10,25,0,UNDER CENTER,OWN,GB,SEA,PASS,SHORT RIGHT
4,11,26,2,9,26,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT RIGHT
4,11,23,3,9,26,1,SHOTGUN,OWN,GB,SEA,PASS,DEEP RIGHT
4,7,46,2,9,26,0,SHOTGUN,OWN,SEA,GB,PASS,SHORT LEFT
4,7,8,3,3,32,1,SHOTGUN,OWN,SEA,GB,PASS,SHORT LEFT
4,5,8,1,10,25,0,SHOTGUN,OWN,GB,SEA,PASS,DEEP RIGHT
4,5,3,2,10,25,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT LEFT
4,4,23,3,2,33,0,SHOTGUN,OWN,GB,SEA,PASS,SHORT RIGHT
1,14,53,1,10,24,0,UNDER CENTER,OWN,ATL,DAL,PASS,SHORT MIDDLE
1,14,49,2,10,24,1,SHOTGUN,OWN,ATL,DAL,PASS,DEEP LEFT
1,10,19,1,10,12,0,UNDER CENTER,OWN,DAL,ATL,PASS,DEEP RIGHT
1,9,29,3,4,18,1,SHOTGUN,OWN,DAL,ATL,PASS,SHORT RIGHT
1,8,8,2,9,31,0,UNDER CENTER,OWN,DAL,ATL,PASS,SHORT LEFT
1,7,58,3,9,31,0,SHOTGUN,OWN,DAL,ATL,PASS,DEEP LEFT
1,6,20,3,1,45,1,SHOTGUN,OWN,DAL,ATL,PASS,SHORT LEFT
1,5,40,1,10,47,1,UNDER CENTER,OWN,DAL,ATL,PASS,SHORT RIGHT
1,2,56,1,10,25,1,SHOTGUN,OWN,ATL,DAL,PASS,SHORT RIGHT
2,14,10,2,6,29,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT RIGHT
2,14,6,3,6,29,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT RIGHT
2,13,49,1,10,44,0,UNDER CENTER,OWN,ATL,DAL,PASS,SHORT MIDDLE
2,13,45,2,10,44,0,UNDER CENTER,OWN,ATL,DAL,PASS,SHORT RIGHT
2,7,32,2,5,15,1,UNDER CENTER,OWN,DAL,ATL,PASS,SHORT LEFT
2,6,51,1,10,23,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT LEFT
2,4,15,1,20,30,0,SHOTGUN,OWN,ATL,DAL,PASS,SHORT LEFT
2,3,41,2,8,42,0,SHOTGUN,OWN,ATL,DAL,PASS,DEEP LEFT
2,3,34,3,8,42,1,SHOTGUN,OWN,ATL,DAL,PASS,SHORT RIGHT
2,0,29,1,10,25,0,SHOTGUN,OWN,DAL,ATL,PASS,DEEP LEFT
2,0,15,1,10,35,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT LEFT
3,15,0,1,10,25,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT RIGHT
3,10,11,1,10,18,0,UNDER CENTER,OWN,ATL,DAL,PASS,SHORT MIDDLE
3,9,2,1,10,41,1,UNDER CENTER,OWN,ATL,DAL,PASS,SHORT LEFT
3,7,12,1,10,25,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT MIDDLE
3,3,9,1,10,47,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT RIGHT
4,13,53,2,5,30,1,UNDER CENTER,OWN,ATL,DAL,PASS,DEEP LEFT
4,13,18,1,10,49,1,SHOTGUN,OWN,ATL,DAL,PASS,SHORT MIDDLE
4,12,2,1,10,36,1,UNDER CENTER,OWN,ATL,DAL,PASS,SHORT RIGHT
4,8,26,1,10,25,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT RIGHT
4,6,16,1,10,36,0,UNDER CENTER,OWN,DAL,ATL,PASS,SHORT RIGHT
4,4,55,3,13,33,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT LEFT
4,3,27,1,10,45,0,SHOTGUN,OWN,ATL,DAL,PASS,SHORT RIGHT
4,2,45,3,9,46,1,SHOTGUN,OWN,ATL,DAL,PASS,SHORT LEFT
4,1,52,1,10,25,0,SHOTGUN,OWN,DAL,ATL,PASS,DEEP LEFT
4,1,46,2,10,25,0,SHOTGUN,OWN,DAL,ATL,PASS,SHORT MIDDLE
4,1,38,3,5,30,1,SHOTGUN,OWN,DAL,ATL,PASS,SHORT LEFT
4,1,13,1,10,40,1,NO HUDDLE SHOTGUN,OWN,DAL,ATL,PASS,SHORT MIDDLE
1,14,55,1,10,24,0,UNDER CENTER,OWN,CIN,BAL,PASS,SHORT RIGHT
1,13,45,3,6,28,0,NO HUDDLE SHOTGUN,OWN,CIN,BAL,PASS,SHORT LEFT
1,7,27,1,10,17,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
1,6,18,1,15,22,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT LEFT
1,5,43,2,10,27,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
1,5,40,3,10,27,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
1,4,39,1,10,39,0,SHOTGUN,OWN,BAL,CIN,PASS,SHORT RIGHT
1,3,28,3,5,44,0,SHOTGUN,OWN,BAL,CIN,PASS,SHORT LEFT
1,3,3,1,10,45,0,UNDER CENTER,OWN,CIN,BAL,PASS,DEEP MIDDLE
1,2,15,3,7,48,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT RIGHT
1,0,48,3,7,15,0,SHOTGUN,OWN,BAL,CIN,PASS,SHORT RIGHT
2,15,0,2,7,46,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
2,14,55,3,7,46,1,SHOTGUN,OWN,CIN,BAL,PASS,DEEP RIGHT
2,12,20,2,10,27,0,SHOTGUN,OWN,BAL,CIN,PASS,SHORT MIDDLE
2,10,33,2,9,39,0,NO HUDDLE SHOTGUN,OWN,BAL,CIN,PASS,SHORT MIDDLE
2,9,21,1,10,49,1,UNDER CENTER,OWN,BAL,CIN,PASS,SHORT RIGHT
2,6,41,1,10,9,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT RIGHT
2,5,18,3,6,13,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
2,1,46,1,10,25,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT RIGHT
2,0,50,1,10,48,0,NO HUDDLE SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
2,0,39,3,14,44,0,SHOTGUN,OWN,CIN,BAL,PASS,DEEP LEFT
2,0,19,2,6,39,1,SHOTGUN,OWN,BAL,CIN,PASS,SHORT MIDDLE
3,13,47,2,4,44,1,SHOTGUN,OWN,BAL,CIN,PASS,SHORT RIGHT
3,11,20,1,10,20,1,SHOTGUN,OWN,BAL,CIN,PASS,SHORT MIDDLE
3,10,58,1,10,36,0,NO HUDDLE SHOTGUN,OWN,BAL,CIN,PASS,SHORT MIDDLE
3,5,51,1,10,78,1,SHOTGUN,OPP,CIN,BAL,PASS,DEEP RIGHT
3,5,6,2,17,13,1,SHOTGUN,OWN,BAL,CIN,PASS,SHORT MIDDLE
3,4,35,1,10,30,0,NO HUDDLE,OWN,BAL,CIN,PASS,SHORT RIGHT
3,1,3,1,10,25,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT LEFT
3,0,21,3,12,23,0,UNDER CENTER,OWN,CIN,BAL,PASS,DEEP LEFT
4,14,28,3,7,42,1,SHOTGUN,OWN,BAL,CIN,PASS,DEEP RIGHT
4,8,12,1,10,25,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
4,6,55,3,5,30,1,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
4,6,10,1,10,35,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT LEFT
4,5,31,2,7,38,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT LEFT
4,5,26,3,12,33,1,SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
4,2,45,1,10,10,1,SHOTGUN,OWN,CIN,BAL,PASS,DEEP MIDDLE
4,2,19,1,10,30,0,NO HUDDLE SHOTGUN,OWN,CIN,BAL,PASS,SHORT MIDDLE
4,2,0,2,3,37,0,SHOTGUN,OWN,CIN,BAL,PASS,DEEP LEFT
4,1,54,3,3,37,0,SHOTGUN,OWN,CIN,BAL,PASS,DEEP LEFT
4,1,46,4,3,37,0,SHOTGUN,OWN,CIN,BAL,PASS,SHORT RIGHT
1,5,20,2,8,42,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
1,4,41,3,3,47,0,SHOTGUN,OWN,MIN,CHI,PASS,DEEP RIGHT
1,0,53,1,10,15,0,SHOTGUN,OWN,CHI,MIN,PASS,SHORT RIGHT
1,0,33,2,8,17,1,NO HUDDLE,OWN,CHI,MIN,PASS,SHORT LEFT
2,14,19,1,10,36,0,NO HUDDLE SHOTGUN,OWN,CHI,MIN,PASS,DEEP MIDDLE
2,14,12,1,10,32,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
2,13,24,3,9,33,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
2,12,34,2,11,17,1,SHOTGUN,OWN,CHI,MIN,PASS,SHORT RIGHT
2,11,21,2,5,34,0,SHOTGUN,OWN,CHI,MIN,PASS,DEEP LEFT
2,11,14,3,5,34,1,SHOTGUN,OWN,CHI,MIN,PASS,SHORT LEFT
2,5,52,1,10,27,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT MIDDLE
2,5,47,2,10,27,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT LEFT
2,5,4,3,15,22,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
2,3,46,3,3,43,1,SHOTGUN,OWN,CHI,MIN,PASS,SHORT RIGHT
2,0,50,1,10,25,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT LEFT
2,0,44,2,3,32,1,SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
2,0,39,1,10,43,1,SHOTGUN,OWN,MIN,CHI,PASS,SHORT MIDDLE
3,14,30,2,11,24,0,NO HUDDLE,OWN,CHI,MIN,PASS,SHORT LEFT
3,12,25,2,12,42,0,SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
3,11,38,3,6,48,0,SHOTGUN,OWN,CHI,MIN,PASS,SHORT LEFT
3,10,44,2,11,23,1,SHOTGUN,OWN,MIN,CHI,PASS,SHORT LEFT
3,10,11,1,10,35,1,UNDER CENTER,OWN,MIN,CHI,PASS,SHORT RIGHT
3,8,51,2,11,45,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT LEFT
3,7,31,1,10,18,0,UNDER CENTER,OWN,CHI,MIN,PASS,SHORT RIGHT
3,6,52,2,6,22,1,NO HUDDLE SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
3,6,17,1,10,32,0,NO HUDDLE SHOTGUN,OWN,CHI,MIN,PASS,SHORT RIGHT
3,3,43,2,8,46,0,SHOTGUN,OWN,CHI,MIN,PASS,DEEP RIGHT
3,3,37,3,8,46,1,SHOTGUN,OWN,CHI,MIN,PASS,DEEP LEFT
3,3,22,1,10,69,0,SHOTGUN,OPP,MIN,CHI,PASS,SHORT RIGHT
4,14,33,1,10,34,0,SHOTGUN,OWN,CHI,MIN,PASS,DEEP LEFT
4,11,46,1,10,25,1,SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
4,10,27,2,8,37,0,SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
4,10,20,3,8,37,1,SHOTGUN,OWN,CHI,MIN,PASS,SHORT LEFT
4,9,42,1,10,49,0,NO HUDDLE,OWN,CHI,MIN,PASS,SHORT RIGHT
4,9,38,2,10,49,0,SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
4,8,38,1,10,11,1,SHOTGUN,OWN,MIN,CHI,PASS,DEEP RIGHT
4,8,24,1,10,26,0,SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
4,7,27,1,10,36,0,NO HUDDLE SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
4,7,0,2,4,42,1,NO HUDDLE SHOTGUN,OWN,MIN,CHI,PASS,SHORT RIGHT
4,4,4,2,8,27,0,SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
4,3,57,3,8,27,1,SHOTGUN,OWN,CHI,MIN,PASS,SHORT MIDDLE
1,13,33,3,5,15,1,SHOTGUN,OWN,CAR,DET,PASS,SHORT RIGHT
1,12,59,1,10,29,1,SHOTGUN,OWN,CAR,DET,PASS,SHORT MIDDLE
1,12,23,1,10,42,1,SHOTGUN,OWN,CAR,DET,PASS,DEEP MIDDLE
1,9,20,1,10,28,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
1,8,25,1,10,39,0,NO HUDDLE SHOTGUN,OWN,DET,CAR,PASS,SHORT RIGHT
1,0,25,1,10,30,0,UNDER CENTER,OWN,DET,CAR,PASS,SHORT RIGHT
1,0,21,2,10,30,1,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
2,14,28,2,11,39,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT RIGHT
2,13,46,3,14,36,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
2,12,6,2,8,4,1,SHOTGUN,OWN,CAR,DET,PASS,SHORT RIGHT
2,11,26,1,10,14,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT MIDDLE
2,10,45,2,5,19,0,UNDER CENTER,OWN,CAR,DET,PASS,SHORT LEFT
2,10,0,3,2,22,0,SHOTGUN,OWN,CAR,DET,PASS,DEEP LEFT
2,9,44,1,10,31,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
2,8,32,3,10,31,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
2,7,45,1,10,25,0,SHOTGUN,OWN,CAR,DET,PASS,DEEP LEFT
2,7,0,1,10,35,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
2,5,43,1,10,48,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
2,3,38,1,10,30,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
2,2,30,1,10,40,0,UNDER CENTER,OWN,DET,CAR,PASS,SHORT LEFT
2,0,37,1,15,20,0,SHOTGUN,OWN,CAR,DET,PASS,DEEP LEFT
2,0,29,1,10,47,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
2,0,25,2,10,47,0,SHOTGUN,OWN,DET,CAR,PASS,DEEP LEFT
2,0,19,2,10,47,0,SHOTGUN,OWN,DET,CAR,PASS,DEEP RIGHT
2,0,13,3,10,47,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
3,13,45,2,11,48,0,UNDER CENTER,OWN,DET,CAR,PASS,SHORT RIGHT
3,12,13,2,10,6,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT MIDDLE
3,12,9,3,10,6,1,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
3,8,34,2,10,24,1,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
3,7,59,1,10,37,1,UNDER CENTER,OWN,DET,CAR,PASS,SHORT LEFT
3,6,53,2,11,47,1,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
3,3,42,1,10,13,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT RIGHT
3,0,52,3,8,26,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
3,0,32,1,10,48,1,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
4,13,56,1,10,8,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
4,13,18,2,9,9,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
4,13,13,3,9,9,1,SHOTGUN,OWN,CAR,DET,PASS,DEEP LEFT
4,12,43,1,10,25,1,NO HUDDLE SHOTGUN,OWN,CAR,DET,PASS,SHORT RIGHT
4,12,17,1,10,42,0,NO HUDDLE SHOTGUN,OWN,CAR,DET,PASS,SHORT MIDDLE
4,8,45,2,10,25,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT LEFT
4,8,8,3,2,33,1,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
4,6,42,2,15,45,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
4,6,37,3,15,45,0,SHOTGUN,OWN,DET,CAR,PASS,DEEP RIGHT
4,5,13,1,10,25,0,SHOTGUN,OWN,CAR,DET,PASS,SHORT LEFT
4,4,46,2,8,27,0,NO HUDDLE SHOTGUN,OWN,CAR,DET,PASS,SHORT RIGHT
4,4,42,3,8,27,0,SHOTGUN,OWN,CAR,DET,PASS,DEEP RIGHT
4,3,40,3,10,21,0,SHOTGUN,OWN,DET,CAR,PASS,SHORT MIDDLE
4,2,44,1,10,25,1,SHOTGUN,OWN,CAR,DET,PASS,DEEP RIGHT
1,13,37,1,10,43,0,NO HUDDLE,OWN,TEN,IND,PASS,SHORT LEFT
1,9,20,1,10,10,0,SHOTGUN,OWN,IND,TEN,PASS,SHORT LEFT
1,8,20,1,10,21,1,UNDER CENTER,OWN,IND,TEN,PASS,SHORT RIGHT
1,7,45,1,10,33,0,SHOTGUN,OWN,IND,TEN,PASS,SHORT LEFT
1,6,56,3,9,34,0,SHOTGUN,OWN,IND,TEN,PASS,SHORT RIGHT
1,6,2,2,12,11,0,SHOTGUN,OWN,TEN,IND,PASS,SHORT MIDDLE
1,5,17,3,7,16,0,SHOTGUN,OWN,TEN,IND,PASS,DEEP LEFT
1,4,15,2,7,70,0,UNDER CENTER,OPP,IND,TEN,PASS,DEEP LEFT
1,4,9,3,7,70,1,SHOTGUN,OPP,IND,TEN,PASS,SHORT LEFT
1,3,19,1,10,77,1,SHOTGUN,OPP,IND,TEN,PASS,SHORT LEFT
